web_scraper_order,web_scraper_start_url,types_chaussures,Prix,adresse,image_lien
"1767642172-693","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Nike Air Force","15 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-4028122"
"1767642172-694","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Nike Air Force","15 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-4028127"
"1767642172-695","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Sandales homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4068300"
"1767642172-696","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Sandales homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4068295"
"1767642172-697","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4067975"
"1767642172-698","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Ensemble chaussures et pochette","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/ensemble-chaussures-et-pochette-4028880"
"1767642172-699","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4026200"
"1767642172-700","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4026207"
"1767642172-701","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4028164"
"1767642172-702","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Nike Air","20 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-4065318"
"1767642172-703","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Adidas","13 500CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-4065219"
"1767642172-704","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","25 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4064903"
"1767642172-705","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4027031"
"1767642172-706","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","25 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4026738"
"1767642172-707","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4023996"
"1767642172-708","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4025615"
"1767642172-709","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4022250"
"1767642172-710","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Mocassins homme","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4061073"
"1767642172-711","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-stan-smith-4021749"
"1767642172-712","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4021751"
"1767642172-713","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Wallabess homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/wallabess-homme-4021753"
"1767642172-714","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4021739"
"1767642172-715","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets homme","25 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4059403"
"1767642172-716","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4019769"
"1767642172-717","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Wallabess","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabess-4019756"
"1767642172-718","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","18 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4058023"
"1767642172-719","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Adidas","18 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-4057204"
"1767642172-720","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Adidas","15 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-4056871"
"1767642172-721","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Luis Vuitton","30 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-luis-vuitton-4056597"
"1767642172-722","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4020625"
"1767642172-723","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4016877"
"1767642172-724","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4016872"
"1767642172-725","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4016858"
"1767642172-726","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-4016844"
"1767642172-727","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4016842"
"1767642172-728","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures  homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4016850"
"1767642172-729","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Puma sport","15 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-sport-4055145"
"1767642172-730","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Souliers homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/souliers-homme-4055080"
"1767642172-731","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4026852"
"1767642172-732","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Nike Air TN","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-tn-4017937"
"1767642172-733","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Mocassins en daim","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-en-daim-4053038"
"1767642172-734","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Mocassins en cuir","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-en-cuir-4053035"
"1767642172-735","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-4014407"
"1767642172-736","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4014404"
"1767642172-737","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4014385"
"1767642172-738","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4014370"
"1767642172-739","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4014368"
"1767642172-740","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures d’intérieur homme","35 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-dinterieur-homme-4017480"
"1767642172-741","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Jordan 13","17 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-13-4052054"
"1767642172-742","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Air Force One","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-4052050"
"1767642172-743","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures Orthopédique","12 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopedique-4015333"
"1767642172-744","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4012700"
"1767642172-745","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4012702"
"1767642172-746","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4012701"
"1767642172-747","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Wallabess homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/wallabess-homme-4012693"
"1767642172-748","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4012692"
"1767642172-749","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4012678"
"1767642172-750","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4012683"
"1767642172-751","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures  Converse","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-converse-4049711"
"1767642172-752","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4010474"
"1767642172-753","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Baskets Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-stan-smith-4010489"
"1767642172-754","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4010486"
"1767642172-755","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4010480"
"1767642172-756","https://sn.coinafrique.com/categorie/chaussures-homme?page=42","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4009973"
"1767642240-757","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets Air Jordan 9","22 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-9-4090259"
"1767642240-758","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets Air Jordan 4","20 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-4-4090255"
"1767642240-759","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","18 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4090252"
"1767642240-760","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","75 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4090174"
"1767642240-761","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets Air","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-4089839"
"1767642240-762","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4045741"
"1767642240-763","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4045745"
"1767642240-764","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4045733"
"1767642240-765","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4045737"
"1767642240-766","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Berlutti","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berlutti-4088816"
"1767642240-767","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4088774"
"1767642240-768","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Sandales Christian Louboutin","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-christian-louboutin-4088612"
"1767642240-769","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Berluti homme","25 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-homme-4088459"
"1767642240-770","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4088146"
"1767642240-771","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets  Berluti","25 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-berluti-4088140"
"1767642240-772","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","22 000CFA","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4088026"
"1767642240-773","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","22 000CFA","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4087842"
"1767642240-774","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4087814"
"1767642240-775","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4044050"
"1767642240-776","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4044035"
"1767642240-777","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4044031"
"1767642240-778","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets Nike Air Jordan 4","23 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-jordan-4-4086707"
"1767642240-779","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets Nike Air Force 1","12 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-4086697"
"1767642240-780","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","39 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4084923"
"1767642240-781","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4044907"
"1767642240-782","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4044899"
"1767642240-783","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Diesel","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-diesel-4044732"
"1767642240-784","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Balenciaga","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balenciaga-4044735"
"1767642240-785","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Pantoufles","7 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/pantoufles-4084286"
"1767642240-786","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4040681"
"1767642240-787","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4040671"
"1767642240-788","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4040685"
"1767642240-789","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Jordan","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4083096"
"1767642240-790","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4043642"
"1767642240-791","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4043466"
"1767642240-792","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","30 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4081817"
"1767642240-793","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Jordan","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4042197"
"1767642240-794","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4042201"
"1767642240-795","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4042200"
"1767642240-796","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Diesel homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-diesel-homme-4042154"
"1767642240-797","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4042162"
"1767642240-798","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4042168"
"1767642240-799","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4042160"
"1767642240-800","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4042159"
"1767642240-801","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4081604"
"1767642240-802","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4038298"
"1767642240-803","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4038300"
"1767642240-804","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Wallabies homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-homme-4038294"
"1767642240-805","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4080544"
"1767642240-806","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures  homme","35 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4039673"
"1767642240-807","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4036362"
"1767642240-808","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4079037"
"1767642240-809","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Baskets homme","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4078911"
"1767642240-810","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","11 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4078276"
"1767642240-811","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-4034555"
"1767642240-812","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4034462"
"1767642240-813","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4034461"
"1767642240-814","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4034458"
"1767642240-815","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Stan smith","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-4076923"
"1767642240-816","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Mocassins en cuir","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-en-cuir-4076900"
"1767642240-817","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Nike air force","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-force-4076888"
"1767642240-818","https://sn.coinafrique.com/categorie/chaussures-homme?page=41","Chaussures Vans Old school","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-old-school-4076878"
